name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
Equilibrium,510349,False,10,Alphaxone,Altered Dimensions,0.205,0.244,7,-23.696,0.04,0.926,0.95,0.131,0.0542,82.552,4.0,iranian
Delusional Primacy (Part I),250171,False,0,Connate Exasperation,Delusional Primacy,0.342,0.979,11,-4.377,0.149,4.06e-06,0.911,0.171,0.241,132.076,4.0,iranian
A Walking Disease,223716,False,0,Chaos Descent,A New Clear Dawn,0.413,0.955,2,-6.402,0.14,5.45e-05,0.00283,0.308,0.159,199.955,3.0,iranian
Chaos Above Order,322993,False,5,Trivax,Sin,0.238,0.997,1,-4.809,0.113,1.37e-06,0.88,0.305,0.0395,124.149,4.0,iranian
Egoistic Demise,384962,False,0,Connate Exasperation,Delusional Primacy,0.486,0.977,7,-4.172,0.148,3.71e-06,0.913,0.104,0.0835,100.026,4.0,iranian
Outlined,348133,False,0,Spuntic,Hybrid Source,0.219,0.124,9,-21.633,0.0482,0.909,0.927,0.188,0.0381,77.691,5.0,iranian
Baadaabaad,290000,False,0,Rojin Sharafi,Zangaar,0.4,0.415,7,-13.288,0.16,0.839,0.362,0.111,0.0383,88.553,1.0,iranian
The Second Surface,317652,False,0,Siavash Amini;Hessam Ohadi;Nima Pourkarimi,Spotty Surfaces,0.411,0.759,5,-9.658,0.0871,0.371,0.819,0.0768,0.0708,199.817,3.0,iranian
The Dream,285652,True,0,Witness the Existence,The Dream,0.368,0.955,9,-3.181,0.0854,4.05e-05,0.085,0.323,0.19,149.973,4.0,iranian
Act 7 - Objectivity of Oblivion,425926,True,0,Azooma,The Act of Eye,0.283,0.946,0,-6.332,0.145,0.00973,0.391,0.234,0.203,172.099,3.0,iranian
Curse of Sheeva,268074,False,0,Azhirock,Lucifer : Annihilated,0.352,0.676,1,-8.831,0.0419,0.041,4.32e-05,0.17,0.53,98.989,4.0,iranian
Things You've Done,224329,False,0,Azhirock,Lucifer : Annihilated,0.323,0.908,11,-5.559,0.139,0.105,0.0,0.666,0.661,130.022,4.0,iranian
The Pyre,466000,False,0,War Angel,Tales of the Damned,0.478,0.893,7,-5.237,0.0552,0.168,1.43e-05,0.11,0.388,120.019,4.0,iranian
Renge Parichehro Parizad (Darvish Khan),134666,False,0,Martin Shamoonpour,8 Bit,0.332,0.701,7,-6.735,0.0936,0.464,0.203,0.182,0.491,156.279,3.0,iranian
TWIST & TURN (feat. Drake & PARTYNEXTDOOR),259651,False,5,Popcaan;Drake;PARTYNEXTDOOR,FIXTAPE,0.571,0.747,7,-4.659,0.17,0.478,0.0,0.116,0.635,106.253,4.0,j-dance
Complete (Graffiti),153996,True,0,Skillibeng,Mission Complete,0.763,0.732,5,-7.887,0.231,0.782,0.0,0.181,0.705,95.088,4.0,j-dance
Draco,137500,True,25,TeeJay,Draco,0.908,0.676,7,-3.067,0.159,0.406,1.51e-06,0.0983,0.494,95.95,4.0,j-dance
I Need You,167798,False,0,jahmiel,I Need You,0.655,0.538,9,-7.09,0.0934,0.209,0.0,0.0664,0.279,89.968,4.0,j-dance
Anything And Everything,261866,False,26,Montell Jordan;Redman,Let's Ride,0.898,0.657,6,-3.814,0.148,0.00866,0.0,0.0523,0.964,95.181,4.0,j-dance
Beautiful Girl,218329,False,22,Vybz Kartel,Kingston Story (Deluxe Edition),0.792,0.854,7,-6.17,0.105,0.116,4.02e-06,0.108,0.829,110.01,4.0,j-dance
Life Is Party,196533,False,22,BALLISTIK BOYZ from EXILE TRIBE,PASS THE MIC,0.705,0.904,5,-2.329,0.0373,0.0422,0.0,0.256,0.67,109.972,4.0,j-dance
No Wahala (feat. Akon & Runtown),212383,False,50,Demarco;Akon;Runtown,No Wahala (feat. AKON & RUNTOWN),0.819,0.625,2,-5.211,0.0525,0.384,0.0,0.0471,0.621,106.982,4.0,j-dance
Dick,225800,False,21,Beenie Man;La J,Fiesta Riddim,0.739,0.676,0,-8.288,0.116,0.318,5.47e-06,0.658,0.938,93.97,4.0,j-dance
Summer Tiime,167053,False,0,Vybz Kartel,The Gaza Don,0.857,0.798,1,-4.062,0.0651,0.313,3.89e-06,0.316,0.353,100.0,4.0,j-dance
Thank You God,192145,True,0,Vipa Music;Kenyaman,Thank You God,0.619,0.353,1,-9.869,0.0838,0.285,0.0,0.116,0.172,99.941,5.0,j-dance
So What,169508,True,24,Vybz Kartel,So What,0.755,0.801,1,-6.136,0.125,0.0771,0.0,0.0645,0.731,102.008,4.0,j-dance
BUBBLES,230624,False,46,Tokyo Machine,BUBBLES,0.83,0.816,9,-4.8,0.0734,0.112,0.46,0.0723,0.507,128.007,4.0,j-dance
FLY,197343,False,40,Tokyo Machine,FLY,0.814,0.771,4,-3.466,0.185,0.0159,0.0029,0.338,0.821,128.019,4.0,j-dance
Anabella,157075,True,25,Vybz Kartel,Anabella - Single,0.829,0.94,0,-3.719,0.102,0.502,1.03e-06,0.129,0.668,99.913,4.0,j-dance
You Lord,194690,False,14,Rygin King,Therapy,0.731,0.616,11,-6.134,0.129,0.42,2.95e-06,0.322,0.354,89.995,4.0,j-dance
Yo!,171702,True,19,Skillibeng,Yo!,0.827,0.485,1,-8.353,0.107,0.0194,2.28e-06,0.24,0.218,104.018,4.0,j-dance
The Room,137546,False,0,Flying Lotus;Devin Tracy,The Room,0.348,0.595,4,-6.083,0.0421,0.179,0.0181,0.19,0.0729,212.276,3.0,j-dance
Never Stay Around,209253,False,26,Vybz Kartel,Never Stay Around,0.586,0.726,0,-4.743,0.0932,0.118,0.0,0.0384,0.559,172.224,4.0,j-dance
King Inna War,183205,True,25,Rytikal,Private Jet Riddim,0.795,0.6,1,-9.387,0.222,0.0838,0.0,0.127,0.721,99.862,4.0,j-dance
Zenzenzense - English Version,279026,False,41,RADWIMPS,Your Name. (Deluxe Edition / Original Motion Picture Soundtrack),0.356,0.888,11,-3.872,0.114,0.000273,0.0,0.0675,0.642,189.591,4.0,j-dance
Quality,145785,True,46,Masicka;Sean Paul,438,0.884,0.771,10,-5.585,0.109,0.086,0.0,0.0729,0.856,94.062,4.0,j-dance
Invasion,160078,False,10,Rhumba,Invasion,0.879,0.68,2,-8.933,0.119,0.212,0.0,0.0907,0.753,119.938,4.0,j-dance
Whine Up Fi Mi,212244,False,24,Charly Black;Chris Martin,Consistency (Through the Years),0.673,0.67,1,-4.08,0.0964,0.322,0.0,0.077,0.637,94.991,4.0,j-dance
I Love My Life,210412,False,55,Demarco,I Love My Life - Single,0.818,0.693,7,-5.631,0.133,0.158,0.0,0.124,0.554,100.011,4.0,j-dance
Fully Chop Chop,142219,False,0,TakeOva,Fully Chop Chop,0.848,0.605,9,-6.253,0.176,0.0427,3.76e-06,0.162,0.437,110.043,4.0,j-dance
Birthday (feat. Monty),188041,True,53,Fetty Wap;Monty,Birthday (feat. Monty),0.816,0.621,0,-6.352,0.181,0.18,0.0,0.085,0.403,97.015,4.0,j-dance
My Crew,222229,False,26,Vybz Kartel,Kingston Story (Deluxe Edition),0.806,0.851,11,-5.03,0.0508,0.544,9.05e-06,0.127,0.84,141.022,4.0,j-dance
War War War - Drum Song Riddim,227167,False,12,Norris Man;Mikelino Rutz;Filomuzik,War War War (Drum Song Riddim),0.675,0.681,9,-8.155,0.212,0.264,0.0,0.115,0.916,173.06,4.0,j-dance
Can We,248780,False,34,Kiwini Vaitai,Can We - Single,0.81,0.697,4,-7.076,0.0814,0.287,0.000465,0.0808,0.938,82.035,4.0,j-dance
All Dat,169730,True,19,Intence,Public Enemy No. 1 Mixtape,0.554,0.793,6,-4.276,0.232,0.459,0.0,0.25,0.387,116.725,5.0,j-dance
Free Again,145511,False,37,DJ Zinc,Free Again,0.56,0.879,9,-4.941,0.0285,0.0143,6.88e-05,0.147,0.57,127.038,4.0,j-dance
Dont Cry,213394,False,5,Bugle,Dont Cry,0.631,0.512,11,-7.505,0.075,0.58,1.04e-05,0.136,0.408,107.767,5.0,j-dance
エルトン万次郎,179648,False,23,Maharajan,正気じゃいられない,0.587,0.832,6,-4.484,0.0487,0.0276,0.00227,0.244,0.951,93.051,4.0,j-dance
Baby Love,216263,False,0,Samantha J;R. City,Baby Love,0.723,0.706,3,-4.417,0.0644,0.104,0.0,0.422,0.585,90.919,4.0,j-dance
Maneki Neko,189135,False,33,WEDNESDAY CAMPANELLA,Neon,0.751,0.744,11,-5.746,0.0519,0.01,4.45e-05,0.0695,0.86,153.956,4.0,j-dance
Do Without Dem - Radio Edit,187593,False,0,Robbie Rule;TripleDose Production,Do Without Dem,0.782,0.752,2,-5.469,0.154,0.773,0.0,0.0771,0.474,99.887,4.0,j-dance
Let it fly,330533,False,22,Leola,Let it fly,0.692,0.811,8,-3.578,0.031,0.187,0.0,0.235,0.538,127.969,4.0,j-dance
Going Away,220133,False,25,Beenie Man,Reggae Max Part 2: Beenie Man,0.583,0.537,1,-9.103,0.198,0.088,0.0,0.118,0.527,80.027,4.0,j-dance
Best Life,172800,True,18,Teejay,Best Life,0.827,0.645,5,-5.742,0.0783,0.0966,0.0,0.0794,0.356,100.094,4.0,j-dance
Sinna - Radio Edit,240625,False,12,Kraff Gad,Sinna,0.771,0.572,1,-5.491,0.0936,0.689,0.0119,0.167,0.231,96.032,4.0,j-dance
Stop! In the Name of Love,229480,False,34,Lisa Ekdahl,Stop! In the Name of Love,0.729,0.229,7,-12.156,0.0317,0.949,0.0669,0.131,0.364,107.969,4.0,j-dance
Enjoy the Moment,195311,True,9,Charly Black,Enjoy the Moment,0.706,0.95,7,-4.93,0.0598,0.0629,3.73e-06,0.348,0.884,121.989,4.0,j-dance
She Say,158567,True,20,Vybz Kartel,She Say,0.845,0.841,1,-4.983,0.208,0.261,0.0,0.0375,0.584,105.99,4.0,j-dance
Silver Lining,147428,False,42,Tokyo Machine;End of the World,Silver Lining,0.544,0.869,1,-4.314,0.187,0.0895,0.0,0.0931,0.532,104.81,4.0,j-dance
With You,224840,True,35,Fetty Wap;KDL,With You,0.657,0.752,9,-3.524,0.0764,0.112,0.0,0.134,0.394,140.084,4.0,j-dance
History Maker - HITM Ver.,189872,False,35,DEAN FUJIOKA,History In The Making,0.659,0.691,1,-3.646,0.0316,0.146,0.0,0.0762,0.56,100.597,3.0,j-dance
Swing,161653,False,19,Elephant Man,Dance & Sweep! - Adventures Of The Energy God,0.699,0.837,1,-4.55,0.214,0.00304,0.0,0.0705,0.404,143.693,5.0,j-dance
EVERY GYAL A MY GYAL,188368,False,29,Vybz Kartel,TOUCH SCREEN RIDDIM,0.878,0.754,7,-4.345,0.244,0.132,0.0,0.302,0.883,102.029,4.0,j-dance
FRONTOP,241613,False,24,Banty Foot;NEO HERO,FRONTOP,0.703,0.83,1,-5.175,0.0816,0.287,0.0,0.0964,0.683,108.98,4.0,j-dance
催眠術(Acoustic version),194360,False,31,QUEEN BEE,火炎(Full Edition),0.737,0.589,8,-6.345,0.0291,0.762,0.0,0.343,0.745,99.957,4.0,j-dance
Foundation,232426,False,31,Beenie Man,Best Of (collector's Edition),0.788,0.885,10,-4.927,0.185,0.123,0.0,0.0458,0.783,92.925,4.0,j-dance
Black Woman,173871,False,20,Vybz Kartel,Black Woman,0.505,0.62,2,-8.328,0.167,0.505,0.0,0.0734,0.547,130.637,5.0,j-dance
Protect My Life,179960,True,5,Jafrass,Life Changes,0.676,0.49,5,-6.796,0.198,0.767,6.64e-05,0.254,0.334,92.401,4.0,j-dance
Det smartaste jag gjort,247400,False,37,Bo Kaspers Orkester,Kaos,0.51,0.499,10,-10.563,0.0299,0.397,0.00565,0.107,0.312,90.366,4.0,j-dance
Pure Water Remix - feat. Only U,140775,False,13,CrazyBoy;Only U,NEOTOKYO V EP,0.504,0.751,6,-6.336,0.0586,0.000265,0.0,0.434,0.445,144.99,4.0,j-dance
Tek Time,203533,False,15,Kiprich,Riddim Driven: Applause,0.88,0.636,3,-6.599,0.0572,0.0188,0.0,0.0796,0.806,125.007,4.0,j-dance
Think About You,275986,False,27,Blackstreet,Finally,0.863,0.683,0,-5.935,0.164,0.168,0.0,0.0924,0.746,132.006,4.0,j-dance
Vampiregirl,191786,False,1,9mm Parabellum Bullet,TOKYO - HALLOWEEN -,0.378,0.934,11,-3.702,0.107,0.0013,0.0149,0.322,0.602,159.829,4.0,j-dance
時の描片 〜トキノカケラ〜,297133,False,30,EXILE,EXTREME BEST,0.686,0.781,7,-4.441,0.0272,0.146,0.0,0.0593,0.752,102.983,4.0,j-dance
