duration,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,n_beats,n_bars
192,42,0.604,0.496,7,-11.411,0.0413,0.643,0.0,0.368,0.196,80.0,254.0,63.0
140,55,0.649,0.571,9,-6.198,0.027,0.241,1.08e-05,0.172,0.659,108.03,245.0,61.0
336,42,0.688,0.927,0,-6.083,0.0617,0.0296,0.238,0.346,0.212,129.947,718.0,181.0
139,10,0.768,0.405,9,-9.068,0.0716,0.607,0.857,0.0917,0.22,170.039,391.0,97.0
187,65,0.474,0.308,10,-9.411,0.0573,0.762,0.0,0.111,0.418,93.343,281.0,69.0
262,15,0.803,0.768,10,-5.521,0.0471,0.00856,0.706,0.045,0.495,126.024,544.0,135.0
197,29,0.701,0.468,9,-14.007,0.0752,0.569,0.823,0.111,0.289,87.988,286.0,70.0
345,44,0.481,0.679,4,-7.596,0.0437,0.612,0.00223,0.0786,0.181,133.93,759.0,192.0
120,37,0.693,0.171,5,-15.304,0.0388,0.84,0.901,0.11,0.515,129.98,259.0,65.0
235,54,0.464,0.779,7,-4.717,0.0478,0.00905,0.36,0.126,0.155,158.097,614.0,152.0
282,61,0.624,0.857,10,-6.25,0.0542,0.0208,0.206,0.11,0.324,131.926,618.0,154.0
215,0,0.649,0.93,2,-4.776,0.0389,0.0118,1.2e-05,0.0468,0.894,135.017,465.0,116.0
219,26,0.477,0.808,2,-5.819,0.0588,0.00173,0.0027,0.105,0.215,156.418,560.0,139.0
209,24,0.609,0.618,5,-5.786,0.0239,0.678,1.23e-06,0.149,0.492,91.984,316.0,79.0
120,19,0.292,0.181,3,-13.796,0.0461,0.925,5.6e-06,0.217,0.116,138.526,262.0,65.0
80,36,0.134,0.178,7,-13.718,0.0451,0.617,0.713,0.365,0.0327,101.286,129.0,32.0
177,27,0.571,0.641,7,-6.406,0.0272,0.162,0.0,0.114,0.418,79.99,232.0,57.0
163,64,0.602,0.876,11,-5.212,0.0442,0.000122,7.16e-06,0.108,0.713,128.563,345.0,85.0
374,10,0.804,0.686,10,-8.785,0.0481,0.00691,0.766,0.104,0.673,125.014,779.0,194.0
71,21,0.206,0.613,3,-7.119,0.0463,0.899,0.748,0.309,0.0781,82.459,94.0,22.0
193,0,0.936,0.827,1,-7.689,0.043,0.000465,0.0185,0.0554,0.963,128.087,409.0,102.0
242,16,0.569,0.827,8,-5.373,0.0416,0.0039,0.804,0.371,0.521,112.999,455.0,113.0
202,35,0.534,0.883,1,-3.955,0.0326,0.548,0.0,0.152,0.667,153.884,509.0,127.0
223,62,0.67,0.626,9,-5.027,0.0628,0.286,0.0,0.0843,0.205,163.985,609.0,152.0
160,3,0.541,0.812,7,-14.978,0.0535,0.638,0.831,0.0985,0.164,150.012,396.0,101.0
329,18,0.436,0.915,7,-5.147,0.151,0.405,0.88,0.0748,0.776,88.39,478.0,120.0
182,54,0.649,0.923,1,-4.537,0.0348,4.51e-05,0.623,0.369,0.517,108.217,324.0,80.0
102,23,0.536,0.693,7,-13.96,0.0413,0.0138,0.000439,0.0677,0.798,142.982,234.0,58.0
183,0,0.674,0.958,10,-4.764,0.0552,0.000951,0.924,0.0515,0.885,126.979,385.0,95.0
153,49,0.64,0.623,9,-11.317,0.0388,0.285,1.77e-06,0.129,0.908,164.031,413.0,103.0
316,22,0.767,0.869,9,-7.323,0.0334,0.111,0.0688,0.0815,0.849,124.254,646.0,161.0
222,0,0.91,0.881,9,-3.246,0.107,0.0303,0.00197,0.0439,0.65,124.678,463.0,116.0
332,6,0.775,0.99,1,-1.962,0.065,0.00343,0.703,0.117,0.762,126.985,703.0,177.0
268,65,0.956,0.377,6,-7.965,0.0804,0.566,0.414,0.313,0.566,119.993,528.0,132.0
216,62,0.726,0.55,0,-9.676,0.0445,0.432,0.0,0.155,0.84,102.021,362.0,90.0
245,28,0.536,0.702,0,-5.748,0.0679,0.2,0.0,0.147,0.711,82.83,337.0,83.0
211,23,0.2,0.973,6,-3.391,0.0784,2.98e-05,0.000521,0.331,0.148,124.365,433.0,107.0
237,62,0.689,0.497,11,-7.855,0.0251,0.221,0.0,0.108,0.543,108.01,417.0,103.0
312,17,0.573,0.893,6,-5.855,0.058,0.0203,0.011,0.333,0.664,162.043,832.0,208.0
310,18,0.782,0.742,6,-9.627,0.0665,0.0753,0.0,0.0965,0.587,120.594,619.0,154.0
144,31,0.417,0.263,0,-10.654,0.0398,0.885,0.0,0.128,0.701,180.343,428.0,142.0
116,28,0.396,0.903,11,-8.957,0.0332,0.209,0.791,0.232,0.974,151.121,282.0,70.0
394,30,0.36,0.558,7,-6.479,0.0339,0.0735,1.51e-05,0.138,0.0931,139.676,904.0,227.0
236,36,0.555,0.935,4,-5.294,0.112,0.0114,0.00176,0.214,0.376,99.475,382.0,96.0
250,48,0.28,0.512,0,-6.932,0.029,0.347,0.0,0.108,0.494,80.795,328.0,82.0
222,53,0.725,0.855,1,-9.101,0.0435,0.0017,0.921,0.076,0.123,126.034,464.0,115.0
285,65,0.703,0.695,4,-5.518,0.118,0.654,0.0,0.103,0.683,92.003,432.0,107.0
356,1,0.801,0.736,5,-8.897,0.0395,0.343,0.000183,0.0429,0.942,105.009,617.0,153.0
184,21,0.525,0.969,11,-1.22,0.0714,0.0335,0.00823,0.3,0.615,175.106,536.0,133.0
224,32,0.733,0.823,8,-8.003,0.0438,0.00295,0.906,0.0965,0.428,123.998,447.0,111.0
267,8,0.4,0.823,0,-5.412,0.0563,0.000337,0.787,0.1,0.128,134.887,597.0,149.0
269,49,0.326,0.272,6,-9.536,0.0434,0.94,0.00337,0.301,0.253,181.863,794.0,200.0
158,36,0.741,0.358,8,-13.815,0.0767,0.709,1.47e-06,0.179,0.547,134.954,353.0,88.0
223,17,0.825,0.68,6,-6.816,0.156,0.135,0.0,0.109,0.722,96.029,351.0,87.0
200,8,0.605,0.902,0,-6.537,0.0382,0.00624,0.0061,0.136,0.768,124.991,412.0,104.0
301,51,0.38,0.727,8,-7.397,0.0376,4.1e-05,0.186,0.0949,0.115,165.85,827.0,206.0
221,22,0.54,0.435,10,-18.341,0.0443,0.966,0.775,0.0932,0.929,117.031,415.0,103.0
320,23,0.542,0.875,7,-4.285,0.0507,0.000356,0.31,0.359,0.114,172.973,895.0,224.0
164,48,0.818,0.808,2,-4.109,0.0531,0.0165,0.0,0.226,0.798,110.023,295.0,73.0
194,18,0.715,0.54,9,-7.223,0.0621,0.834,0.0,0.249,0.606,85.954,256.0,64.0
255,60,0.396,0.485,11,-8.249,0.0344,0.615,0.0,0.151,0.739,62.518,262.0,66.0
207,30,0.641,0.859,8,-5.066,0.0387,0.0773,0.364,0.058,0.752,147.78,508.0,126.0
180,2,0.589,0.838,10,-5.945,0.0417,0.00587,0.228,0.379,0.322,126.113,372.0,92.0
181,63,0.546,0.221,2,-8.915,0.063,0.868,0.0,0.0994,0.593,128.144,385.0,96.0
221,21,0.705,0.906,4,-2.734,0.119,0.344,0.0,0.328,0.851,125.925,452.0,112.0
246,17,0.832,0.724,5,-5.64,0.05,0.704,0.384,0.146,0.954,131.949,530.0,133.0
287,31,0.781,0.755,7,-7.015,0.0395,0.564,0.00267,0.126,0.597,118.168,562.0,140.0
293,72,0.392,0.642,8,-5.267,0.0326,0.0048,0.486,0.296,0.129,92.698,446.0,111.0
283,0,0.398,0.918,6,-6.989,0.0421,1.75e-05,0.292,0.354,0.409,170.05,784.0,196.0
236,12,0.651,0.949,0,-7.657,0.048,0.267,0.0155,0.138,0.567,123.001,482.0,119.0
186,51,0.569,0.488,0,-9.698,0.0409,0.175,0.0,0.263,0.212,81.998,245.0,61.0
180,53,0.63,0.735,2,-7.682,0.0346,0.464,0.8,0.0817,0.727,106.589,316.0,78.0
195,3,0.297,0.249,2,-14.813,0.037,0.971,0.00568,0.121,0.0428,58.371,187.0,46.0
118,6,0.535,0.678,1,-13.146,0.0389,0.00262,0.957,0.0797,0.663,97.603,192.0,46.0
134,16,0.424,0.321,7,-11.358,0.0613,0.501,0.601,0.106,0.213,108.063,234.0,58.0
187,0,0.594,0.714,0,-5.181,0.0354,0.565,0.0,0.203,0.485,137.218,428.0,110.0
386,17,0.37,0.843,0,-2.707,0.142,0.0859,3.74e-05,0.0666,0.395,82.581,528.0,131.0
82,25,0.198,0.483,1,-14.552,0.0506,0.831,0.927,0.0979,0.234,76.592,101.0,32.0
299,30,0.465,0.945,6,-3.47,0.152,0.000294,1.48e-06,0.215,0.48,172.064,852.0,215.0
133,13,0.706,0.584,4,-8.492,0.0289,0.694,0.879,0.0759,0.339,131.969,288.0,94.0
211,61,0.749,0.74,10,-8.528,0.0313,0.0005,0.154,0.112,0.887,128.012,447.0,113.0
194,0,0.858,0.725,5,-10.373,0.163,0.631,0.0,0.0891,0.358,100.002,320.0,80.0
302,21,0.218,0.91,5,-4.083,0.102,0.000611,6.04e-06,0.0964,0.258,182.998,722.0,182.0
223,22,0.385,0.432,9,-8.397,0.0581,0.574,0.0,0.193,0.19,94.843,348.0,88.0
134,3,0.756,0.412,1,-11.219,0.111,0.099,0.000486,0.341,0.489,127.475,285.0,71.0
305,62,0.237,0.543,7,-8.921,0.0372,0.838,3.86e-06,0.0961,0.316,73.896,372.0,93.0
279,48,0.524,0.894,9,-5.214,0.0378,0.00685,0.226,0.156,0.134,122.97,527.0,133.0
265,52,0.634,0.643,8,-5.177,0.0271,0.386,9.61e-05,0.109,0.409,115.997,499.0,125.0
321,25,0.636,0.721,2,-8.705,0.0366,0.208,1.47e-05,0.0938,0.63,129.898,683.0,171.0
217,14,0.676,0.662,2,-9.466,0.0297,0.834,0.683,0.139,0.494,133.871,481.0,119.0
146,6,0.372,0.156,2,-15.847,0.043,0.925,0.000256,0.0997,0.332,88.1,212.0,69.0
220,56,0.521,0.484,4,-6.122,0.0747,0.0272,0.000191,0.0904,0.758,79.625,283.0,70.0
222,32,0.614,0.417,11,-10.491,0.0275,0.453,1.1e-05,0.199,0.309,132.06,482.0,120.0
106,24,0.124,0.146,0,-17.24,0.0428,0.547,0.805,0.0897,0.0323,77.36,124.0,30.0
216,57,0.591,0.665,6,-6.525,0.153,0.14,0.00103,0.382,0.694,118.195,486.0,122.0
197,0,0.563,0.879,0,-4.735,0.0907,0.00125,1.76e-05,0.166,0.602,107.013,352.0,88.0
130,24,0.656,0.383,9,-14.554,0.0274,0.0197,0.0331,0.0715,0.407,94.012,189.0,46.0
290,0,0.551,0.968,1,-5.242,0.123,0.01,0.169,0.212,0.272,105.047,506.0,126.0
276,33,0.592,0.698,0,-7.593,0.033,0.77,0.0469,0.0951,0.396,112.019,504.0,125.0
238,54,0.709,0.812,6,-2.497,0.119,0.108,2.11e-06,0.465,0.908,131.984,517.0,129.0
228,20,0.693,0.832,10,-2.008,0.0333,0.145,0.0,0.106,0.523,119.95,445.0,111.0
264,16,0.644,0.831,11,-8.835,0.0343,0.221,0.895,0.127,0.759,126.061,548.0,136.0
154,0,0.707,0.921,9,-1.735,0.0516,0.149,0.000624,0.12,0.962,139.982,355.0,89.0
137,17,0.479,0.946,10,-7.859,0.0388,0.000548,0.261,0.136,0.0381,125.487,287.0,71.0
129,35,0.655,0.692,0,-8.707,0.0444,0.00981,0.727,0.489,0.113,139.064,290.0,72.0
351,5,0.738,0.557,11,-9.603,0.158,0.00406,0.0823,0.476,0.268,124.948,725.0,183.0
69,0,0.409,0.499,4,-12.559,0.0475,0.812,0.389,0.318,0.405,136.747,152.0,37.0
216,26,0.586,0.79,7,-6.834,0.0453,0.0254,0.000761,0.138,0.228,120.067,427.0,107.0
222,0,0.782,0.797,10,-5.229,0.0387,0.13,1.89e-05,0.165,0.554,110.045,399.0,98.0
298,8,0.123,0.216,10,-16.622,0.0357,0.986,0.954,0.139,0.031,81.641,395.0,98.0
153,11,0.611,0.911,0,-4.289,0.0418,0.000475,0.452,0.333,0.639,132.961,331.0,83.0
269,29,0.368,0.233,1,-12.382,0.0303,0.861,2.56e-06,0.103,0.36,158.241,687.0,172.0
249,76,0.56,0.631,7,-9.032,0.0334,0.861,0.0133,0.0985,0.376,107.987,434.0,109.0
221,12,0.694,0.889,8,-4.498,0.0402,0.0557,0.0,0.11,0.853,128.029,464.0,116.0
224,22,0.471,0.482,2,-9.671,0.0274,0.814,3.39e-05,0.136,0.482,147.971,547.0,136.0
87,33,0.169,0.995,7,-16.293,0.0526,0.762,0.821,0.483,1e-05,86.664,126.0,32.0
200,23,0.725,0.68,7,-7.345,0.0503,0.284,0.0105,0.171,0.679,175.897,576.0,144.0
274,0,0.163,0.993,4,-4.106,0.147,5.84e-05,0.552,0.381,0.236,147.591,662.0,165.0
327,20,0.714,0.98,6,-2.127,0.0595,0.00692,0.818,0.0414,0.883,158.463,863.0,215.0
254,40,0.598,0.859,2,-6.6,0.0419,0.0107,0.00127,0.0983,0.185,114.952,487.0,122.0
192,39,0.616,0.891,11,-4.123,0.0486,0.18,0.0,0.0909,0.835,133.026,425.0,107.0
236,6,0.523,0.543,2,-9.544,0.0385,0.0694,0.00234,0.0516,0.489,175.944,655.0,164.0
207,32,0.459,0.734,1,-6.151,0.0424,0.0052,0.0,0.25,0.39,76.011,259.0,65.0
268,48,0.781,0.693,4,-9.075,0.0363,0.0283,0.857,0.117,0.0964,127.03,558.0,140.0
174,44,0.624,0.871,0,-3.498,0.0352,0.386,0.0,0.335,0.886,161.666,458.0,115.0
248,47,0.688,0.97,10,-2.87,0.0507,0.412,0.000109,0.343,0.877,112.956,464.0,115.0
289,24,0.714,0.958,9,-6.769,0.0527,0.000976,0.0118,0.0466,0.85,174.977,831.0,206.0
254,29,0.664,0.871,1,-3.189,0.0362,0.056,0.0,0.0677,0.601,119.996,493.0,123.0
244,11,0.317,0.816,9,-7.44,0.114,0.000454,0.0,0.304,0.411,153.828,620.0,156.0
191,32,0.159,0.913,1,-12.378,0.0853,6.1e-05,0.0229,0.366,0.0363,189.19,586.0,147.0
258,31,0.805,0.812,1,-5.43,0.0925,0.0318,0.000998,0.0804,0.748,122.003,519.0,128.0
207,44,0.663,0.899,1,-3.816,0.0472,0.00041,0.000905,0.366,0.841,118.015,401.0,99.0
203,7,0.589,0.983,2,-3.069,0.11,0.00221,0.868,0.417,0.391,132.082,447.0,111.0
312,19,0.377,0.971,3,-7.267,0.0845,1.71e-06,0.636,0.118,0.059,95.046,482.0,119.0
250,22,0.616,0.964,10,-5.398,0.0885,0.00113,3.29e-06,0.414,0.364,129.986,541.0,135.0
300,53,0.586,0.524,1,-8.576,0.0436,0.74,2.98e-06,0.136,0.529,98.077,485.0,121.0
116,28,0.488,0.437,2,-15.779,0.032,0.105,0.974,0.141,0.918,129.856,243.0,60.0
252,0,0.417,0.961,1,-6.332,0.091,6.48e-05,0.85,0.209,0.233,109.998,456.0,114.0
134,45,0.747,0.571,10,-6.985,0.119,0.0264,0.888,0.102,0.71,89.96,196.0,48.0
260,15,0.749,0.877,9,-12.093,0.0424,0.000181,0.797,0.153,0.735,122.831,528.0,131.0
370,10,0.592,0.554,5,-13.448,0.028,0.0307,0.768,0.105,0.176,140.024,859.0,214.0
299,56,0.422,0.366,7,-7.181,0.0333,0.728,0.0,0.112,0.224,80.197,385.0,96.0
390,15,0.474,0.833,6,-10.493,0.047,0.0187,0.895,0.506,0.0387,121.965,784.0,196.0
139,29,0.182,0.997,11,-3.006,0.147,1.08e-05,0.501,0.189,0.475,183.461,420.0,104.0
304,43,0.673,0.874,9,-7.17,0.085,0.00063,0.696,0.134,0.239,135.004,673.0,168.0
133,30,0.778,0.304,0,-15.091,0.0482,0.394,0.841,0.162,0.426,86.112,188.0,47.0
343,21,0.566,0.641,0,-7.107,0.0316,0.00465,0.48,0.188,0.142,127.997,724.0,180.0
164,42,0.55,0.905,2,-4.096,0.0819,0.21,0.0,0.491,0.644,159.933,433.0,108.0
102,22,0.13,0.807,0,-15.42,0.0485,0.501,0.765,0.178,0.00416,85.361,140.0,45.0
181,54,0.86,0.348,0,-10.403,0.0388,0.178,0.0,0.0866,0.832,134.005,396.0,98.0
264,17,0.366,0.88,7,-4.989,0.0533,2.92e-06,0.249,0.0727,0.251,109.97,478.0,120.0
220,44,0.844,0.907,6,-5.432,0.147,0.0207,0.505,0.0419,0.0743,126.03,455.0,112.0
381,57,0.52,0.509,9,-9.116,0.0301,0.425,1.15e-06,0.082,0.321,119.991,756.0,189.0
240,20,0.861,0.834,2,-3.792,0.0555,0.00837,0.00156,0.017,0.824,108.003,432.0,108.0
280,19,0.614,0.658,8,-13.187,0.0333,0.00933,0.711,0.104,0.25,132.006,611.0,154.0
261,17,0.602,0.867,3,-1.859,0.054,0.153,4.91e-06,0.145,0.686,134.013,570.0,142.0
200,19,0.94,0.665,0,-10.162,0.0594,0.166,0.0,0.0964,0.969,121.029,401.0,100.0
351,5,0.491,0.941,11,-4.444,0.152,0.00212,0.136,0.0578,0.248,168.959,979.0,245.0
128,34,0.628,0.517,5,-12.562,0.0469,0.485,0.237,0.0981,0.227,79.995,169.0,42.0
134,40,0.517,0.566,9,-9.49,0.0817,0.878,0.915,0.166,0.33,77.536,228.0,57.0
357,6,0.756,0.786,0,-8.295,0.0532,0.0125,0.806,0.0765,0.884,125.014,736.0,184.0
247,0,0.565,0.931,8,-4.285,0.0652,2.04e-05,0.604,0.0665,0.616,113.022,463.0,116.0
199,4,0.738,0.941,9,-6.336,0.0467,0.000266,0.0107,0.0515,0.351,125.983,418.0,104.0
258,76,0.557,0.525,2,-6.324,0.149,0.524,0.0,0.113,0.362,153.247,650.0,163.0
200,0,0.453,0.316,8,-16.294,0.0498,0.684,0.217,0.077,0.279,119.887,392.0,98.0
215,39,0.771,0.548,11,-10.241,0.127,0.46,0.0,0.151,0.571,152.981,544.0,135.0
292,22,0.592,0.488,7,-11.355,0.0352,0.708,0.885,0.0793,0.568,112.338,528.0,131.0
379,45,0.294,0.89,8,-2.877,0.0747,0.0019,7.14e-06,0.081,0.239,114.727,718.0,181.0
367,18,0.788,0.654,8,-8.837,0.0711,0.0306,0.864,0.0957,0.388,117.027,712.0,179.0
320,48,0.349,0.593,10,-7.8,0.043,0.258,0.0,0.0849,0.233,133.642,701.0,175.0
197,0,0.415,0.972,11,-5.446,0.0716,0.00448,0.146,0.339,0.588,169.981,540.0,135.0
392,0,0.791,0.872,1,-9.775,0.0465,3.01e-05,0.895,0.0912,0.0418,122.997,805.0,202.0
138,1,0.279,0.16,0,-16.142,0.0408,0.968,0.858,0.133,0.0705,101.168,228.0,56.0
161,17,0.594,0.939,5,-3.892,0.17,0.000143,0.827,0.361,0.369,171.958,461.0,114.0
203,41,0.726,0.926,1,-3.523,0.0534,0.0269,3.86e-06,0.0519,0.545,108.0,367.0,91.0
173,27,0.712,0.617,6,-4.812,0.0476,0.45,0.0,0.131,0.81,136.982,394.0,99.0
324,23,0.452,0.264,9,-14.867,0.0324,0.0403,0.0,0.0728,0.15,144.092,766.0,192.0
156,45,0.766,0.745,7,-4.173,0.0395,0.139,0.33,0.321,0.517,95.034,239.0,60.0
83,52,0.563,0.84,5,-6.968,0.103,0.362,0.0,0.213,0.956,178.227,246.0,62.0
292,53,0.562,0.513,11,-9.003,0.0269,0.125,0.015,0.0696,0.153,99.961,478.0,118.0
237,54,0.329,0.54,5,-6.814,0.033,0.017,1.63e-05,0.176,0.137,184.572,722.0,181.0
285,0,0.368,0.955,9,-3.181,0.0854,4.05e-05,0.085,0.323,0.19,149.973,706.0,175.0
261,26,0.56,0.525,8,-7.294,0.0319,0.505,1.02e-05,0.0817,0.434,115.877,493.0,124.0
131,24,0.715,0.911,7,-7.496,0.0654,0.0351,4.01e-06,0.17,0.532,124.03,269.0,89.0
292,45,0.309,0.198,9,-14.821,0.0326,0.888,0.853,0.117,0.0957,65.659,315.0,77.0
344,14,0.514,0.763,7,-8.789,0.0339,0.00121,0.0635,0.104,0.482,94.011,536.0,134.0
349,16,0.629,0.969,9,-3.144,0.0772,0.00463,0.579,0.08,0.823,143.991,824.0,206.0
252,55,0.341,0.221,0,-11.718,0.0351,0.956,1.36e-05,0.272,0.334,73.815,301.0,75.0
336,66,0.676,0.996,9,-7.946,0.0397,0.0478,0.262,0.333,0.4,132.871,743.0,185.0
177,70,0.599,0.713,11,-7.008,0.0542,0.405,2.53e-05,0.266,0.518,123.962,362.0,92.0
150,4,0.601,0.814,11,-4.402,0.0498,0.000722,0.432,0.512,0.329,175.014,430.0,107.0
153,0,0.573,0.482,6,-10.494,0.0347,0.83,0.785,0.11,0.193,155.002,389.0,97.0
264,43,0.67,0.69,1,-4.744,0.0431,0.00163,0.62,0.0864,0.334,129.966,563.0,141.0
219,20,0.426,0.905,0,-4.942,0.101,0.196,0.00556,0.116,0.169,163.827,593.0,149.0
210,40,0.724,0.812,7,-3.502,0.0426,0.62,0.0,0.128,0.866,139.096,488.0,121.0
252,22,0.549,0.902,4,-2.109,0.0442,0.217,0.0,0.245,0.66,95.533,392.0,97.0
222,35,0.461,0.39,7,-10.973,0.0385,0.577,7.04e-06,0.12,0.498,172.044,630.0,158.0
270,1,0.533,0.419,1,-9.18,0.0372,0.526,1.11e-05,0.104,0.315,170.034,746.0,186.0
207,64,0.714,0.528,6,-8.789,0.0692,0.00415,0.854,0.0819,0.297,139.983,482.0,120.0
236,61,0.311,0.814,9,-9.272,0.0545,6.74e-05,0.00534,0.198,0.731,160.303,633.0,158.0
227,13,0.312,0.944,6,-12.435,0.0556,2.35e-06,0.012,0.129,0.135,150.022,552.0,138.0
170,14,0.393,0.831,1,-6.696,0.0328,0.00146,0.97,0.147,0.561,95.024,268.0,66.0
396,6,0.64,0.779,5,-6.338,0.0826,0.000526,0.571,0.11,0.69,126.054,832.0,210.0
190,27,0.648,0.515,7,-8.323,0.0571,0.0216,0.0,0.271,0.0386,100.067,312.0,77.0
175,23,0.699,0.905,11,-3.717,0.0354,0.0124,0.000142,0.106,0.971,144.984,415.0,103.0
228,55,0.414,0.851,5,-3.115,0.11,0.14,0.0,0.423,0.256,142.399,528.0,134.0
377,8,0.172,0.0701,8,-15.747,0.046,0.834,0.95,0.136,0.0505,119.596,704.0,176.0
236,19,0.797,0.969,4,-1.605,0.0979,0.156,0.0,0.112,0.524,118.06,457.0,114.0
302,3,0.279,0.953,7,-6.137,0.103,0.000273,0.00473,0.174,0.246,200.661,1004.0,254.0
361,47,0.511,0.78,0,-9.381,0.0753,0.168,0.54,0.0574,0.312,119.974,711.0,178.0
184,53,0.564,0.982,1,-1.992,0.0455,0.0386,0.844,0.129,0.868,128.008,390.0,96.0
350,8,0.748,0.856,8,-12.032,0.0396,0.000887,0.843,0.0619,0.502,127.995,745.0,185.0
179,64,0.754,0.653,7,-5.095,0.0611,0.0944,0.0,0.383,0.379,123.084,358.0,88.0
176,16,0.295,0.953,4,-5.58,0.0814,2.72e-06,0.000332,0.142,0.645,141.102,408.0,101.0
414,44,0.72,0.772,2,-10.38,0.0443,0.00756,0.864,0.0825,0.0576,123.001,841.0,211.0
230,25,0.809,0.58,6,-13.202,0.0942,0.192,2.09e-06,0.0672,0.922,101.068,388.0,97.0
148,0,0.798,0.117,0,-16.003,0.0723,0.992,0.821,0.114,0.192,137.83,337.0,84.0
159,45,0.858,0.636,1,-4.99,0.0897,0.107,0.0,0.127,0.647,122.05,319.0,79.0
210,37,0.552,0.452,5,-13.85,0.0294,0.89,0.881,0.0893,0.0631,127.982,429.0,107.0
392,48,0.803,0.852,1,-7.911,0.0493,9.02e-05,0.901,0.0712,0.103,124.981,807.0,202.0
139,36,0.66,0.349,0,-15.717,0.0561,0.657,0.0,0.231,0.477,120.957,276.0,68.0
199,29,0.378,0.961,6,-1.258,0.131,0.0123,2.15e-06,0.106,0.569,102.274,323.0,81.0
228,7,0.803,0.864,9,-8.205,0.0764,0.0604,0.878,0.0918,0.504,129.918,493.0,123.0
287,25,0.448,0.955,8,-2.437,0.0543,0.67,1.29e-06,0.225,0.789,158.031,749.0,187.0
302,62,0.677,0.837,8,-4.814,0.0646,0.237,0.0013,0.115,0.829,111.934,557.0,140.0
248,20,0.45,0.167,2,-13.203,0.0325,0.994,0.811,0.0859,0.312,130.049,535.0,132.0
267,13,0.687,0.726,10,-5.654,0.113,0.144,0.0,0.061,0.675,90.068,342.0,85.0
232,59,0.562,0.655,7,-9.207,0.0514,0.0159,0.00953,0.122,0.398,129.929,476.0,119.0
225,20,0.648,0.946,11,-2.658,0.0783,0.0182,0.0,0.331,0.584,134.978,495.0,124.0
265,58,0.694,0.618,1,-5.156,0.0366,0.31,0.0,0.106,0.458,111.943,488.0,123.0
249,52,0.437,0.961,11,-1.91,0.125,0.0599,0.0,0.367,0.619,161.968,656.0,163.0
299,22,0.749,0.701,7,-7.26,0.0286,0.444,0.00114,0.111,0.789,129.624,636.0,159.0
299,15,0.871,0.657,0,-5.204,0.047,0.00538,0.000375,0.0433,0.564,130.008,647.0,161.0
265,61,0.402,0.641,2,-5.905,0.0335,0.534,0.0,0.112,0.252,145.054,635.0,159.0
122,0,0.414,0.0872,7,-15.682,0.0432,0.979,0.0,0.204,0.562,115.047,215.0,52.0
345,16,0.634,0.936,11,-3.695,0.0561,0.000554,0.000171,0.103,0.585,175.025,1005.0,251.0
151,29,0.662,0.735,9,-5.078,0.0368,0.601,1.31e-05,0.0908,0.715,156.008,391.0,97.0
201,44,0.616,0.737,1,-6.921,0.0513,0.0206,0.0,0.0729,0.748,99.92,327.0,80.0
359,20,0.559,0.41,1,-14.27,0.123,0.733,0.000106,0.132,0.684,90.887,534.0,134.0
152,11,0.711,0.873,0,-2.896,0.0458,0.419,0.0,0.347,0.886,156.073,392.0,98.0
268,26,0.444,0.983,7,-2.591,0.146,0.0325,0.00308,0.0944,0.575,162.03,704.0,178.0
426,37,0.692,0.746,7,-6.359,0.0362,0.393,0.000496,0.257,0.613,107.981,765.0,192.0
208,15,0.98,0.454,7,-7.141,0.0637,0.0312,0.00174,0.0835,0.285,130.027,449.0,111.0
187,45,0.736,0.665,0,-6.427,0.0487,0.0466,0.0,0.164,0.563,94.981,294.0,72.0
238,51,0.579,0.171,11,-14.495,0.0303,0.901,0.000308,0.111,0.389,136.311,533.0,133.0
306,56,0.642,0.562,9,-9.304,0.0607,0.584,0.0,0.104,0.671,149.82,753.0,189.0
143,24,0.75,0.76,2,-7.687,0.0528,0.00667,2.12e-05,0.0914,0.506,171.931,411.0,102.0
151,40,0.8,0.306,9,-7.781,0.0416,0.358,0.859,0.119,0.559,90.013,225.0,56.0
412,49,0.414,0.679,2,-7.806,0.0427,0.0184,0.0,0.0895,0.183,138.149,918.0,230.0
239,20,0.523,0.912,1,-2.243,0.0397,0.0612,0.0,0.369,0.824,161.906,626.0,156.0
199,48,0.8,0.403,11,-13.362,0.0583,0.719,0.267,0.11,0.0987,104.925,342.0,85.0
208,22,0.706,0.114,9,-17.386,0.0448,0.937,0.935,0.122,0.16,130.725,433.0,108.0
243,21,0.557,0.898,4,-2.452,0.0738,0.0273,0.000103,0.362,0.482,171.99,684.0,172.0
317,14,0.554,0.941,2,-2.444,0.0579,7.33e-05,0.422,0.0627,0.895,176.022,920.0,229.0
104,21,0.746,0.301,2,-9.566,0.0373,0.765,0.923,0.189,0.312,85.024,147.0,36.0
243,53,0.649,0.788,9,-9.607,0.0373,0.0717,0.00232,0.0936,0.869,104.999,421.0,105.0
181,60,0.407,0.497,6,-5.828,0.0357,0.263,0.0,0.112,0.312,152.194,438.0,108.0
362,27,0.645,0.574,7,-12.268,0.0917,0.56,9.21e-05,0.124,0.748,103.921,631.0,160.0
227,49,0.837,0.934,0,-3.575,0.0876,0.0116,0.627,0.38,0.847,124.044,466.0,115.0
216,24,0.696,0.898,7,-3.885,0.04,0.00179,0.0,0.0879,0.593,131.023,466.0,117.0
